,AAPL,MSFT,AMZN,META,GOOGL,NVDA,BRK-B,V,JNJ,HCA
2019,0.6872607470470073,0.044401855863623406,0.01275841611173867,0.1100357209656802,0.014912844636653868,0.0026530883734182603,0.0030356169711372436,0.06836720407222371,0.014905368842118256,0.041669137116398886
2020,0.1240490139980766,0.012923590064204123,0.37380342252880755,0.018949734384616303,0.005864409628264147,0.3462405615167142,0.04765545521899051,0.03420650437653882,0.034828529568778875,0.0014787787150089163
2021,0.006115486254313884,0.035235244238902785,0.008755596572514481,0.0035621542270184853,0.22196286439830348,0.173617706460307,0.16508930558179202,0.05188953044799154,0.10339870095576248,0.23037341086309404
2022,0.010186342749618972,0.040420657488605856,0.00273555267955845,0.02280641356952508,0.043115391341203624,0.0036180762419392937,0.2073592564985689,0.045359944261626935,0.31487211358497796,0.30952625158437497
2023,0.012526280929359085,0.01127232097333572,0.07200774017369563,0.29747815789538595,0.005062700975474541,0.3332156626457152,0.013211198847439985,0.18572061012415458,0.019436116501253934,0.0500692109341852
2024,0.020698014775426262,0.007662677629899524,0.012084629326616822,0.10260214027542028,0.015457538260685381,0.16539129645293163,0.5052175617162113,0.08047192014458208,0.009249206520367256,0.08116501489785959
