Start Date,End Date,Num Assets,Expected Annual Return,Annual Volatility,Sharpe Ratio,Max Drawdown,Calmar Ratio,Sortino Ratio,Value at Risk (95%),Conditional Value at Risk (95%),Backtest Total Return,Backtest CAGR,Backtest Volatility,Backtest Sharpe Ratio,Backtest Max Drawdown,Top Weight 1 (META),Top Weight 2 (HCA),Top Weight 3 (BRK-B),Top Weight 4 (GOOGL),Top Weight 5 (UNH)
2014-12-31,2025-05-16,7,0.21393261293652674,0.22183988541641722,0.8291232777697551,-0.3910683351839327,0.5470466250761699,16.663794671875902,0.020666953862056314,0.033198211087370325,6.0728556986758075,0.2079842826918874,0.22183988541641722,0.8291232777697551,-0.3910683351839327,0.2939592454218909,0.22635252966923003,0.18640063996416503,0.17315795922906904,0.10219179680746886
