Target Return,Volatility
0.10369350547178671,0.14742785305067999
0.10530003596422002,0.14742785305067999
0.10690656645665332,0.14742785305067999
0.10851309694908663,0.14742785305067999
0.11011962744151994,0.14742785305067999
0.11172615793395325,0.14742785305067999
0.11333268842638655,0.14742785305067999
0.11493921891881986,0.14742785305067999
0.11654574941125317,0.14742785305067999
0.11815227990368649,0.14742785305067999
0.11975881039611978,0.14742785305067999
0.1213653408885531,0.14742785305067999
0.1229718713809864,0.14742785305067999
0.1245784018734197,0.14742785305067999
0.12618493236585301,0.14742785305067999
0.12779146285828633,0.14742785305067999
0.12939799335071964,0.14742785305067999
0.13100452384315295,0.14742785305067999
0.13261105433558626,0.14742785305067999
0.13421758482801954,0.14742785305067999
0.13582411532045285,0.14742785305067999
0.13743064581288617,0.14742785305067999
0.13903717630531948,0.14742785305067999
0.1406437067977528,0.14742785305067999
0.1422502372901861,0.14742785305067999
0.1438567677826194,0.14742785305067999
0.14546329827505272,0.14742785305067999
0.14706982876748603,0.14742785305067999
0.14867635925991932,0.14742785305067999
0.15028288975235263,0.14742785305067999
0.15188942024478594,0.14742785305067999
0.15349595073721925,0.14744698583140486
0.15510248122965256,0.14755278547106376
0.15670901172208584,0.14775096368180812
0.15831554221451916,0.14804114947090283
0.15992207270695247,0.14842280317915904
0.16152860319938578,0.14889522144643375
0.1631351336918191,0.14945754358591504
0.1647416641842524,0.1501087592348255
0.1663481946766857,0.1508477171270149
0.16795472516911902,0.15167313481620592
0.16956125566155233,0.15258360916772165
0.17116778615398565,0.15357762743137773
0.17277431664641896,0.15465357870862242
0.17438084713885224,0.1558097656324758
0.17598737763128555,0.15704441608869768
0.17759390812371886,0.15834936675440456
0.17920043861615217,0.15970838628668227
0.18080696910858546,0.16111952844523839
0.18241349960101877,0.16258143602478267
0.18402003009345208,0.1640927522186452
0.1856265605858854,0.1656521247036799
0.1872330910783187,0.16725820937802136
0.18883962157075201,0.16890967375252722
0.19044615206318533,0.17060520000097595
0.19205268255561864,0.17234348767767665
0.19365921304805195,0.17412430234570794
0.19526574354048526,0.17595036654810806
0.19687227403291857,0.1778206830552632
0.19847880452535185,0.1797338703997102
0.20008533501778517,0.18168857429203422
0.20169186551021848,0.18368346931740187
0.2032983960026518,0.18571726033267483
0.20490492649508507,0.1877886835868041
0.20651145698751838,0.18989650758728513
0.2081179874799517,0.19203953373517543
0.209724517972385,0.19421659675061767
0.21133104846481832,0.1964265649100273
0.21293757895725163,0.19868442388572546
0.21454410944968494,0.2010496724227733
0.21615063994211825,0.20352452786735145
0.21775717043455156,0.2061050418640316
0.21936370092698487,0.20878729677770672
0.22097023141941818,0.2115674230252195
0.22257676191185147,0.21444161408445006
0.22418329240428478,0.2174061392706708
0.2257898228967181,0.2204573544017855
0.2273963533891514,0.22359171049686222
0.2290028838815847,0.2268057606671685
0.23060941437401802,0.23009616536686395
0.2322159448664513,0.2334596961727645
0.23382247535888462,0.2368932382602887
0.23542900585131793,0.24041047769706034
0.23703553634375124,0.24417131964095895
0.23864206683618455,0.24820599706303767
0.24024859732861786,0.25250138359042046
0.24185512782105117,0.25704440967713593
0.24346165831348446,0.2618221848347245
0.24506818880591777,0.26682209895576636
0.24667471929835108,0.2720319036526112
0.2482812497907844,0.2774397751093686
0.2498877802832177,0.28303436030768636
0.251494310775651,0.2888048086701398
0.2531008412680843,0.2947699867049314
0.2547073717605176,0.3012481151466223
0.2563139022529509,0.3082986115153683
0.25792043274538423,0.31588315246426074
0.25952696323781754,0.32396423155150783
0.26113349373025085,0.3325056477780528
0.26274002422268417,0.34147285902307123
