Return,Volatility,Sharpe Ratio
0.2898723224860728,0.2650445772606313,0.9804853401340397
0.3303576315175458,0.2756861129596416,1.0894913359727914
0.3634362443664526,0.3183033341812311,1.0475424180652952
0.3132994692695456,0.28691408665074136,0.9874017430674438
0.4915992211005503,0.3892287170021186,1.1859331054908722
0.3003391293804814,0.2808052098746596,0.9627283250946453
0.34985185207168384,0.2887681103825733,1.1076425705315225
0.33139095939459673,0.2898266117230538,1.0399009173201572
0.40927003213254387,0.3919388414065148,0.9676765659955835
0.3800504683985722,0.393006082154932,0.8906998753789626
0.3698483153489893,0.30819343438109004,1.1027110815370489
0.30432986508439197,0.30140014287578387,0.9101849205076574
0.3054773085005489,0.2770158783926772,0.9944459144325749
0.3261011595685459,0.2772309290570923,1.068066829973244
0.4322721934050022,0.3976493632989637,1.0116253929534471
0.33927328649305005,0.2867391742599752,1.078587490848544
0.30980334828815015,0.2833070515390677,0.9876328413575176
0.31666706832775254,0.27570631852560096,1.0397551636131033
0.28427091895500517,0.2598089252557535,0.9786843108053477
0.3595662805549255,0.32800322989934716,1.0047653514145516
0.29580002299721875,0.28029586563179,0.9482837800625511
0.3133760433462962,0.311677432515405,0.9091965403439661
0.33184946553233285,0.2821186649389505,1.069937948266032
0.2917835699422723,0.2613369386418493,1.0017090247660512
0.3474738547635449,0.302095659786086,1.0509050510303533
0.31083726376959064,0.3029513732297427,0.9270044257453097
0.3088384199147906,0.2676044202305966,1.041979873406103
0.312427378352293,0.2948567972704145,0.9578459135648741
0.2799062018817083,0.26375712304403853,0.9474860773332836
0.25744240782089745,0.25657079323404514,0.8864703770605074
0.29896147906540693,0.2642018074332717,1.0180152879284798
0.29036862908532235,0.267954505303821,0.9716896858670192
0.34651936162344055,0.29701068537654185,1.065683415470949
0.29065677464199524,0.2613717768651437,0.9972644245230908
0.28575872958155596,0.2820025394381046,0.9069376825157678
0.2880787195414909,0.2751632801299126,0.937911190110993
0.3295804642658525,0.28060912530576726,1.067607704986119
0.3930796530829202,0.31158399838292566,1.1652705368929384
0.385279522208356,0.31029488445443737,1.1449738297587824
0.3494749383981238,0.29260414822573555,1.091833250947824
0.2856658149097809,0.2693975412069597,0.9490280192029309
0.4559548036825498,0.3339922751397874,1.2753432800332667
0.2830258378481478,0.2698943220275554,0.9374996700460954
0.2941284058465416,0.2720907764274007,0.9707363451072969
0.48632506919786617,0.3615442588333935,1.2621554845603276
0.3929874307795085,0.32199466968085083,1.1273088189294815
0.33633450791018804,0.2876121813604978,1.0650957357269348
0.29762265072757305,0.2819657606237655,0.9491317319363083
0.3158711423968709,0.2665566178439918,1.0724593698295775
0.36112982599739885,0.3060296322598313,1.0820188344253423
0.3575833978163718,0.282414670191149,1.1599376108707486
0.3201588392336811,0.27020024005628046,1.0738659564967206
0.28204852879989606,0.27579707899009676,0.9138912193081875
0.48167968559580265,0.3564446745317921,1.2671803448574634
0.4033048870260786,0.3155561176315207,1.1830063375985373
0.44905253480619495,0.33729965200453815,1.2423746431868743
